-0.157079, -0.152216, -0.042271, 0.000000
-0.119986, -0.153785, -0.042271, 0.508274
0.814820, -0.193324, -0.042271, 1.067036
1.883422, -0.209410, 0.077209, 1.071758
2.941439, -0.160976, -0.022730, 1.071794
4.034387, -0.185828, -0.022732, 1.071794
5.105904, -0.210191, -0.022732, 1.071794
6.155992, -0.234066, -0.022732, 1.071794
7.216794, -0.258184, -0.022732, 1.071794
8.277596, -0.282303, -0.022732, 1.071794
9.349114, -0.306665, -0.022732, 1.071794
10.431346, -0.331271, -0.022732, 1.071794
11.470718, -0.354902, -0.022732, 1.071794
12.531521, -0.379021, -0.022732, 1.071794
13.603038, -0.403383, -0.022732, 1.071794
14.695986, -0.428232, -0.022732, 1.071794
15.767504, -0.452595, -0.022732, 1.071794
16.817591, -0.476470, -0.022732, 1.071794
17.899823, -0.501076, -0.022732, 1.071794
18.939195, -0.524707, -0.022732, 1.071794
19.977967, -0.522242, 0.043105, 1.071794
21.059474, -0.475594, 0.043105, 1.071794
22.140981, -0.428946, 0.043105, 1.071794
23.201071, -0.383222, 0.043105, 1.071794
24.261162, -0.337498, 0.043105, 1.071794
25.331961, -0.291313, 0.043105, 1.071794
26.356443, -0.096501, 0.455341, 1.071794
26.840139, 0.801714, 1.422938, 1.071794
26.446208, 1.779923, 2.080985, 1.071794
25.700886, 2.505984, 2.437948, 1.071794
24.733130, 2.945705, 2.775366, 1.071794
23.679975, 3.187859, 3.073692, 1.071794
22.621343, 3.259851, 3.073692, 1.071794
21.560182, 3.135018, -2.945118, 1.071794
20.522651, 2.868836, -2.879276, 1.071794
19.482993, 2.856983, 2.825443, 1.071794
18.643054, 3.505115, 2.273024, 1.071794
18.297740, 4.508016, 1.691381, 1.071794
18.765809, 5.426205, 0.867106, 1.071794
19.459511, 6.243221, 0.864631, 1.071794
20.445967, 6.649036, 0.253462, 1.071794
21.504768, 6.509759, -0.159551, 1.071794
22.562949, 6.339478, -0.159551, 1.071794
23.599967, 6.172602, -0.159551, 1.071794
24.577894, 6.540477, 0.715894, 1.071794
